person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,day,room_type_Private room,room_type_Shared room,realSum
0.5,False,0.0,1.0,1.0,0.25,0.1666666666666666,0.1565187510709416,0.1966126166208555,0.5060522540503358,1.0,True,False,0.3272006969425521
0.0,False,0.0,0.0,1.0,1.0,0.125,0.3794831143005798,0.1501654652520001,0.3418095351669883,0.0,False,False,0.2154648672847828
0.0,False,0.0,1.0,0.875,0.7875000000000001,0.125,0.2577441586888116,0.0326163025390299,0.5048809590492191,1.0,True,False,0.1425322971679605
0.0,False,0.0,1.0,0.875,0.8500000000000001,0.125,0.2536678081685232,0.0933050764999557,0.553040907671001,1.0,True,False,0.2381422417856886
0.0,True,0.0,0.0,1.0,0.9875,0.125,0.4139369371468419,0.2284503763213448,0.2891102682507571,0.0,False,False,0.2557659509066494
0.0,False,0.0,0.0,1.0,0.875,0.1666666666666666,0.1764976197921918,0.0364290038941528,0.3760303651463372,1.0,True,False,0.2370982078455553
0.0,False,0.0,0.0,0.875,0.9125,0.1666666666666666,0.2261704336135039,0.0595947414090912,0.3813321714585553,1.0,True,False,0.1973813169072323
0.0,False,0.0,0.0,0.625,0.8,0.125,0.1816351999749808,0.01087035308952,0.5107768392517242,0.0,False,False,0.3268661841772992
0.5,False,0.0,1.0,0.75,0.65,0.125,0.2936763652050956,0.1148791388007333,0.4565770996125908,1.0,True,False,0.1943190658116681
0.0,False,0.0,0.0,1.0,0.9625,0.125,0.5107842065482825,0.2869964022968059,0.1977131901391948,1.0,True,False,0.1688578201847206
0.0,False,0.0,0.0,1.0,1.0,0.125,0.3727142170295593,0.1281940683776148,0.3521998006351086,0.0,True,False,0.1839274901469682
0.0,True,0.0,1.0,0.875,0.9375,0.0,0.2179396370860774,0.0532175265133826,0.5143609915646989,1.0,False,False,0.256122545949362
0.0,False,1.0,0.0,1.0,1.0,0.125,0.4979532561086227,0.0330418119520323,0.2111124931086543,0.0,True,False,0.2359606489391132
0.0,False,1.0,0.0,1.0,1.0,0.125,0.4107364898131752,0.3137166345779462,0.282838779445637,0.0,True,False,0.2102370021955073
0.0,False,0.0,1.0,1.0,0.9625,0.125,0.3645645203602576,0.0913373282420548,0.3334747449710171,0.0,True,False,0.2347592869000048
0.25,False,1.0,0.0,0.5,0.5,0.25,0.3642817888259839,0.1475208109197107,0.3636602738853403,1.0,True,False,0.3773092805106063
0.0,False,1.0,0.0,1.0,0.9500000000000002,0.125,0.316011744803372,0.0363754570759241,0.3482433738593691,1.0,True,False,0.2233504188728945
0.0,False,0.0,0.0,1.0,1.0,0.125,0.455650651072003,0.2618907871654353,0.2335264496925788,0.0,False,False,0.2599985125551307
0.5,False,0.0,1.0,0.75,0.8,0.1666666666666666,0.1176872792752654,0.0352072236686724,0.6708677212306486,1.0,False,False,0.471479089201828
0.0,False,1.0,0.0,1.0,0.9375,0.125,0.1018763330100226,0.0153489414009196,0.6816581782994322,0.0,True,False,0.2181325098535259
0.0,False,0.0,0.0,0.875,0.925,0.1666666666666666,0.1302237520458665,0.0843040037219153,0.4699136837464546,1.0,True,False,0.1201066044050166
0.25,False,0.0,0.0,0.75,0.75,0.25,0.1897041820665806,0.0459830008219285,0.6029221759197152,0.0,False,False,0.3649201788778132
0.0,True,1.0,0.0,1.0,0.975,0.125,0.3194236435751523,0.0636952595360703,0.363713872309416,0.0,True,False,0.3338983342241369
0.0,False,0.0,1.0,0.75,0.7375,0.125,0.2939325465983206,0.1160825486014656,0.4562222144148975,1.0,True,False,0.1425322971679605
0.0,False,0.0,1.0,0.75,0.875,0.125,0.0290873246339285,0.0104691363204982,0.8548095684428496,0.0,False,False,0.4888218717339555
0.0,False,1.0,0.0,1.0,1.0,0.125,0.5614377576059862,0.2197929023808214,0.1673023405659752,0.0,True,False,0.255944338002088
0.0,False,0.0,1.0,0.75,0.7750000000000001,0.125,0.2977087979574824,0.0265517511474266,0.4184128377027767,0.0,True,False,0.1759938981343364
0.0,False,1.0,0.0,0.875,0.9500000000000002,0.1666666666666666,0.5628339215746754,0.1635218552668539,0.1861352333388002,0.0,True,False,0.1242083616454331
0.5,False,1.0,0.0,0.25,0.5,0.0,0.2611403278486878,0.0450334130155492,0.4945084688000103,0.0,False,False,0.3655942564375413
0.0,False,0.0,1.0,0.75,0.8125,0.1666666666666666,0.2297676486042092,0.0486487148752023,0.3874569112181649,1.0,True,False,0.1628331454995283
0.0,False,0.0,1.0,0.75,0.7000000000000001,0.125,0.3007969345436836,0.0269715862402716,0.4244119933582939,1.0,True,False,0.2735810513524896
1.0,False,0.0,1.0,1.0,0.925,0.25,0.2758144154404943,0.0337306819763043,0.4607080738112266,0.0,False,False,0.4747431737242275
0.0,True,0.0,0.0,0.875,0.925,0.125,0.104543159016051,0.0393633407839476,0.688518083647085,0.0,True,False,0.2229214057183464
0.0,False,0.0,1.0,1.0,1.0,0.125,0.1621376720491341,0.057855648892605,0.5624092842463531,0.0,True,False,0.2397121763990986
0.0,False,1.0,0.0,0.625,0.8125,0.1666666666666666,0.2090130076404751,0.1276512330993785,0.493290821278771,0.0,True,False,0.1417668773428758
0.75,False,0.0,1.0,1.0,0.9000000000000001,0.375,0.1459991224360706,0.0389003196789299,0.6278545386463326,1.0,False,False,0.585057202020202
0.0,False,0.0,0.0,1.0,0.9500000000000002,0.125,0.4685833329395734,0.0742828598285049,0.2245997659983256,0.0,True,False,0.1833915882581318
0.0,True,1.0,0.0,1.0,0.9375,0.125,0.4575032563279294,0.031675603346421,0.2451450248580939,1.0,True,False,0.264642504397139
0.0,False,0.0,1.0,0.75,0.7625,0.125,0.5488133278300217,0.0303617945178262,0.1748383968415328,1.0,True,False,0.2391250773843144
